"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1126418","0","SANSKRITI UK","Flat 5, Britannia House, Palgrave Road, BEDFORD, BEDFORDSHIRE","MK42 9BY","Bedford","07912645900","sochonaa@gmail.com","www.sanskriti-uk.com","31/10/2023","5132","3620","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","On line Hindi and other Indic computing languages. Yoga & avurveda conference. Inter-faith understanding. Study of scriptures - round table meetings. Festival celebrations.","TO ADVANCE EDUCATION IN THE HISTORY OF INDIA, INCLUDING ART, MUSIC, INDIAN SYSTEMS OF MEDICINE, INDIAN CULTURE AND HERITAGE AND THE HINDI LANGUAGE BY SUCH MEANS AS THE TRUSTEES DEEM FIT; AND
TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
"1128025","0","DESTINY AFRICA COMMUNITY","MRC, 101 Lockhurst Lane, COVENTRY","CV6 5SF","Coventry North East","07928946681","destiny.africa263@yahoo.co.uk","","31/03/2023","9000","9000","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Arts/culture/heritage/science, Economic/community Development/employment, Other Charitable Purposes","Children/young People, People With Disabilities, The General Public/mankind","IN THE UNITED KINGDOM WE ENGAGE IN ACTIVITIES THAT PROMOTE INTEGRATION AND COHESION AMONG PEOPLE FROM ETHNIC BACKGROUNDS PARTICULARLY THOSE THAT HAVE RECENTLY MIGRATED FROM ZIMBABWE, NIGERIA, INDIA & PAKISTAN etc. IN AFRICA & ASIA WE AIM TO RELIEVE POVERTY AND SUFFERING AMONG VULNERABLE PEOPLE. WE ALSO WORK TO PROMOTE THE ADVANCEMENT OF AFRICAN MUSIC & ARTS IN THE UK THROUGH STAGE PERFOMANCES.","TO RELIEVE POVERTY BY MEANS OF ASSISTING ORPHANS AND ELDERLY PEOPLE IN ZIMBABWE'S RURAL AREAS BY TAKING MEASURES POSITIVE TO BRING IMMEDIATE RELIEF AND SUPPORT BY THE PROVISION OF FOOD, MEDICAL SUPPLIES, REHABILITATION, EDUCATION AND OTHER EMERGENCY RELIEF.
TO ADVANCE EDUCATION IN PARTICULAR BUT NOT EXCLUSIVELY OF ORPHANS IN ZIMBABWE AND OF ZIMBABWEANS IN THE UK INCLUDING BY THE PROVISION OF INFORMATION, COUNSELLING AND ADVICE.
THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF GOOD HEALTH IN PARTICULAR OF ORPHANS AND THE ELDERLY IN ZIMBABWE AND OF ZIMBABWEANS IN NORTHAMPTONSHIRE AND THE UK.
THE PROVISION OF FACILITIES FOR RECREATION OR OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES."
"1128032","0","THE WOR HOOSE COMMUNITY PROJECT","Wor Hoose Community Project, 31 - 33 Hexham Avenue, Walker, Newcastle upon Tyne, Tyne and Wear","NE6 3AL","Newcastle upon Tyne East","01912872885","liz.worhoose@hotmail.co.uk","","31/03/2023","75044","88943","Registered","Other","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Wor Hoose is a resident led project and neighbourhood hub with a strong community focus. We aim to bring people together to learn new skills and access services through a 'one stop shop' to improve everyones life changes, overcome barriers to build stronger networks, a better community and overall improve their quality of life.
Activities include hardship support, welfare advice and family time,","THE OBJECTS OF THE ASSOCIATION ARE TO:
(A)  PROMOTE THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, NATIONALITY, AGE, DISABILITY, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS, BY ASSOCIATING TOGETHER THE SAID INHABITANTS AND THE STATUTORY AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS;
(B)  ESTABLISH, OR SECURE THE ESTABLISHMENT, OF A COMMUNITY CENTRE (HEREINAFTER CALLED ""THE CENTRE"") AND TO MAINTAIN AND MANAGE THE SAME (WHETHER ALONE OR IN CO-OPERATION WITH ANY LOCAL AUTHORITY OR OTHER PERSON OR BODY) IN FURTHERANCE OF THESE OBJECTS;
(C)  PROMOTE SUCH OTHER CHARITABLE PURPOSES AS MAY FROM TIME TOTIME BE DETERMINED. 
THE ASSOCIATION SHALL BE NON-PARTY IN POLITICS AND NON-SECTARIAN IN RELIGION. THE AREA OF BENEFIT SHALL BE FOR THE BENEFIT OF EVERYONE LIVING IN WALKER, AND ESPECIALLY THOSE LIVING IN THE HEXHAM AVENUE HOUSING ESTATE."
"1128037","0","CRAMLINGTON VOLUNTARY YOUTH PROJECT LTD","1 Middle Farm Buildings, CRAMLINGTON, Northumberland","NE23 1DN","Blyth Valley","07757776517","PAULINE.THOMPSON@CVYP-LTD.COM","www.cvyp-ltd.org.uk","31/03/2023","327679","314554","Registered","Charitable company","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Disability, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, People With Disabilities, The General Public/mankind","The CVYP Ltd work with young people 8-19 yrs and up to 25 yrs for young people with special needs. We have many projects  i.e. music, mountain biking, archery, all sports, outdoor ed and youth work.
We work closely with local schools/colleges, multiple agencies, NCC and the DofE Award scheme as well as the John Muir Awards. In addition CVYP has a leased off- site expedition centre in Kielder.","THE OBJECTS OF THE COMPANY SHALL BE TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR YOUNG PEOPLE UP TO THE AGE OF TWENTY FIVE YEARS RESIDENT IN CRAMLINGTON AND SURROUDING AREAS, WITHOUT DISTINCTION OF SEX OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS IN THE INTERESTS OF SOCIAL WELFARE,EDUCATION, RECREATION AND OTHER LEISURE TIME OCCUPATIONS OF THE SAID YOUNG PEOPLE WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
"1128512","0","THE FELLING BAND","SOUTH LODGE, NEWBROUGH, HEXHAM","NE47 5AU","Hexham","01434674687","","www.fellingband.net","31/12/2021","2692","3297","Registered","Other","Provides Human Resources, Provides Services, Other Charitable Activities","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","The Felling Band Rehearses once per week on a regular basis.  The band's goal is to play brass band music within the Gateshead borough and educate local people about brass banding.   The band currently competes several times throughout the year within the Second Section.","TO EDUCATE THE PUBLIC IN THE ART OF BRASS BAND MUSIC TO FURTHER THE
DEVELOPMENT OF PUBLIC APPRECIATION AND TASTE IN THE SAID ART AND TO ASSIST AND
FURTHER SUCH CHARITABLE INSTITUTIONS AND CHARITABLE PURPOSES AS THE COMMITTEE
SHALL FROM TIME TO TIME DETERMINE."
"1128680","0","LIFEBEAT","STANFORD HALL, STANFORD HALL, LUTTERWORTH","LE17 6DH","South Leicestershire","01788860250","admin@lifebeat.co.uk","LIFEbeat.uk","31/12/2022","307918","320040","Registered","Charitable company","Provides Human Resources, Provides Services, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","TO ADVANCE IN LIFE & RELIEVE NEEDS OF YOUNG PEOPLE THROUGH PROVISION OF RECREATIONAL ACTIVITIES IN INTEREST OF SOCIAL WELFARE. DEVELOP THEIR SKILLS & CAPABILITIES TO ENABLE PARTICIPATION IN SOCIETY AS MATURE, RESPONSIBLE INDIVIDUALS. ADULT EDUCATION/TRAINING TO ENLIVEN LEARNING, INSPIRE FULL PARTICIPATION, BUILD GROUP COHESION & DEVELOP SAFE ENVIRONMENTS WHICH ENABLE AUTHENTIC COMMUNICATION.","A) TO ADVANCE IN LIFE AND RELIEVE THE NEEDS OF YOUNG PEOPLE THROUGH:
- THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE.
- PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.
B) TO ADVANCE THE EDUCATION AND TRAINING OF ADULTS IN SKILLS USING ARTS-BASED PRACTICES THAT CAN BE USED IN PARTICULAR BUT NOT EXCLUSIVELY IN GROUP FACILITATION TO ENLIVEN LEARNING, INSPIRE FULL PARTICIPATION, BUILD GROUP COHESION AND DEVELOP SAFE ENVIRONMENTS WHICH ENABLE AUTHENTIC COMMUNICATION."
"1129712","0","WOODHORN CHARITABLE TRUST","Museums Northumberland, Woodhorn Museum, QEII Country Park, ASHINGTON, Northumberland","NE63 9YF","Wansbeck","01670624455","hello@museumsnorthumberland.org.uk","https://museumsnorthumberland.org.uk/","31/03/2023","1972072","2283817","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Other Charitable Activities","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Operates six museums and cultural facilities in Northumberland.  Advances learning, research and education through access to arts, heritage, culture and collections.  Safeguards historic colliery buildings, historical artifacts, local collections and provides the public with access to these.","1 TO ADVANCE THE EDUCATION FOR THE PUBLIC BENEFIT IN THE HISTORY, CULTURE AND HERITAGE OF HE WOODHORN COLLIERY IN NORTHUMBERLAND AND SURROUNDING LOCAL AREAS 
2 TO ADVANCE THE EDUCATION FOR THE PUBLIC BENEFIT IN THE HISTORY, CULTURE AND HERITAGE OF THE COUNTY OF NORTHUMBERLAND AND SURROUNDING LOCAL AREAS
3 TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTEREST OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION IF INDIVIDUALS WHO HAVE A NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE"
"1131396","0","CITY OF NEWCASTLE PIPE BAND","289 Armstrong Road, NEWCASTLE UPON TYNE","NE15 6BU","Newcastle upon Tyne Central","07824167397","alanwjamieson@gmail.com","","30/09/2023","11432","13098","Registered","Other","Provides Services","General Charitable Purposes, Education/training, Disability, Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Pipe band which exists to promote and provide musical tuition, perform at parades, music festivals and competitions.","THE AIMS OF THE ORGANISATION ARE TO PROMOTE, MAINTAIN, IMPROVE AND ADVANCE EDUCATION IN THE ARTS BY THE ENCOURAGEMENT OF THE MUSICAL ARTS OF THE SCOTTISH HIGHLAND BAGPIPES AND DRUMS"
"1133167","0","Friends of Ravenswood","RAVENSWOOD PRIMARY SCHOOL, RAVENSWOOD ROAD, NEWCASTLE UPON TYNE","NE6 5TU","Newcastle upon Tyne East","01912659599","info@friendsofravenswood.co.uk","","31/08/2023","3185","2611","Registered","Other","Provides Other Finance","Education/training, Arts/culture/heritage/science, Amateur Sport","Children/young People","Fundraising to provide extra curricular activities for the pupils of Ravenswood Primary School","To advance the education of pupils in the School in particular by:Developing effective relationships between the staff parents and others associated with the school;Engaging in activities or providing facilities or equipment which support the School and advance the education of the pupils."
"1134265","0","THE NEWCASTLE CENTRAL AND EAST CIRCUIT OF THE METHODIST CHURCH","BRUNSWICK METHODIST CHURCH, BRUNSWICK PLACE, NEWCASTLE UPON TYNE","NE1 7BJ","Newcastle upon Tyne Central","01912321693","circuitoffice@brunswickmethodist.org.uk","www.newcastlemethodistcentralcircuit.org","31/08/2023","818704","636116","Registered","Other","Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","The Methodist Church was created after John Wesley's conversion on 24/5/1738. The calling of the Methodist Church is:
Worship, to increase awareness of God's presence and celebrate God's love
Learning and caring, to help people to grow and learn as Christians
Service, to be a good neighbour to people in need and challenge injustice
Evangelism, we make more followers of Jesus Christ.","THE PURPOSES OF THE METHODIST CHURCH ARE AND SHALL BE DEEMED TO HAVE BEEN SINCE THE DATE OF UNION THE ADVANCEMENT OF -

(A) THE CHRISTIAN FAITH IN ACCORDANCE WITH THE DOCTRINAL STANDARDS AND THE DISCIPLINE OF THE METHODIST CHURCH;

(B) ANY CHARITABLE PURPOSE FOR THE TIME BEING OF ANY CONNEXIONAL, DISTRICT, CIRCUIT, LOCAL OR OTHER ORGANISATION OF THE METHODIST CHURCH;

(C) ANY CHARITABLE PURPOSE FOR THE TIME BEING OF ANY SOCIETY OR INSTITUTION SUBSIDIARY OR ANCILLARY TO THE METHODIST CHURCH;

(D) ANY PURPOSE FOR THE TIME BEING OF ANY CHARITY BEING A CHARITY SUBSIDIARY OR ANCILLARY TO THE METHODIST CHURCH."
"1134921","0","Maximum Impact Christian Centre","5 HAVANNA, KILLINGWORTH, NEWCASTLE UPON TYNE","NE12 5BL","North Tyneside","07984395376","admin@scli.org.uk","www.scli.org.uk","31/03/2023","205598","113004","Registered","Other","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","Raising Agents of change in the community through study, fellowship and teaching Bible based christian principles. Organizing leadership training, conferences, concerts and counselling. SCLI offers ministerial services like Wedding ceremonies, Children dedication and Water Baptism. SCLI Adullam welfare project assists refugees, the homeless and runs a Food bank.Also runs Community Wellness centre","THE OBJECTS OF THE CHURCH ARE, FOR THE PUBLIC BENEFIT:-
1  TO ADVANCE THE CHRISTIAN FAITH [IN ACCORDANCE WITH THE STATEMENT OF BELIEFS] IN SUCH WAYS AND IN SUCH PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT;
2 TO RELIEVE SICKNESS AND FINANCIAL HARDSHIP AND TO PROMOTE AND PRESERVE GOOD HEALTH BY THE PROVISION OF FUNDS, GOODS OR SERVICES OF ANY KIND, INCLUDING THROUGH THE PROVISION OF COUNSELLING AND SUPPORT IN SUCH PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT; AND
3 TO ADVANCE EDUCATION IN SUCH WAYS AND IN SUCH PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT.

THE TRUSTEES MUST USE THE INCOME AND MAY USE THE CAPITAL OF THE CHURCH IN PROMOTING THE OBJECTS."
"1135295","0","NORTHUMBRIAN FISHING HERITAGE TRUST","46 Burdon Terrace, NEWCASTLE UPON TYNE","NE2 3AE","Newcastle upon Tyne East","07726321608","peter-weightman@talktalk.net","","31/12/2022","17257","24416","Registered","Other","Other Charitable Activities","Arts/culture/heritage/science","The General Public/mankind","As well as saving and restoring historic working vessels, the Trust takes vessels to events and uses other display opportunities on the Tyne and other places on the east coast. When possible, the public are given access onto the vessels, with detailed guidance being given by members of the Trust and associates. The Trust works in partnership with the North East Maritime Trust.","1 TO ACQUIRE, PRESERVE AND RESTORE FOR THE PUBLIC BENEFIT ITEMS OF HISTORICAL INTEREST RELATING TO THE FISHING HERITAGE OF NORTHUMBRIA INCLUDING RECORDS, PHOTOGRAPHS, OTHER ILLUSTRATIONS AND AUDIO RECORDS AND MAKING THE COLLECTION ACCESSIBLE TO THE PUBLIC, 
2 TO ADVANCE THE EDUCATION OF THE PUBLIC IN FISHING HERITAGE AND RELATED SUBJECTS,"
"1135572","0","GATESHEAD INTERFAITH FORUM","2 Festival Park Drive, Gateshead","NE11 9TT","Gateshead","01914932230","ASHOKKUMAR_GATESHEAD@HOTMAIL.COM","www.positiveimages.org.uk","31/03/2023","15","60","Registered","Other","Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, Religious Activities, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Other Defined Groups, The General Public/mankind","To promote understanding, good will, and equity between people of different faiths, cultures and communities - particularly through education, community cohesion, the celebration of diversity and co-operation with other groups and organisations within the faith, community, voluntary, statutory and private sectors.","I. THE PROMOTION OF RELIGIOUS HARMONY FOR THE BENEFIT OF THE PUBLIC BY:
(A) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING AND RESPECT OF THE
BELIEFS AND PRACTICES OF DIFFERENT FAITHS AND WORLDVIEWS;
(B) EDUCATING THE PUBLIC IN DIFFERENT RELIGIOUS BELIEFS INCLUDING AN
AWARENESS OF THEIR DISTINCTIVE FEATURES AND THEIR COMMON GROUND TO
PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT FAITHS.
THE PROMOTION OF RACIAL HARMONY FOR THE BENEFIT OF THE PUBLIC BY:
(A) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT
RACIAL GROUPS;
(B) ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL
GROUPS TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT RACIAL
GROUPS.
III. THE PROMOTION OF EQUALITY AND DIVERSITY FOR THE PUBLIC BENEFIT BY
ELIMINATING DISCRIMINATION ON GROUNDS OF RACE AND RELIGION AND BELIEF.
IV. HELPING YOUNG PEOPLE, ESPECIALLY BUT NOT EXCLUSIVELY, THROUGH LEISURE
TIME ACTIVITIES WITH A VIEW TO DEVELOPING THEIR CAPABILITIES THAT THEY MIGHT
GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF A CULTURALLY DIVERSE
SOCIETY.
THE AREA OF BENEFIT SHALL BE GATESHEAD AND THE SURROUNDING REGION."
