"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2014-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-09","E08000021","Total","Aged 16-24","Claimant count",1510,"A","F"
"2014-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-09","E08000021","Total","Aged 25-49","Claimant count",3375,"A","F"
"2014-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-09","E08000021","Total","Aged 50+","Claimant count",1130,"A","F"
"2014-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-10","E08000021","Total","All categories: Age 16+","Claimant count",5770,"A","F"
"2014-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.9,"A","F"
"2014-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2014-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-10","E08000021","Total","Aged 16-24","Claimant count",1435,"A","F"
"2014-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-10","E08000021","Total","Aged 25-49","Claimant count",3230,"A","F"
"2014-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-10","E08000021","Total","Aged 50+","Claimant count",1100,"A","F"
"2014-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-11","E08000021","Total","All categories: Age 16+","Claimant count",5635,"A","F"
"2014-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.9,"A","F"
"2014-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-11","E08000021","Total","Aged 16-24","Claimant count",1400,"A","F"
"2014-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-11","E08000021","Total","Aged 25-49","Claimant count",3155,"A","F"
"2014-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-11","E08000021","Total","Aged 50+","Claimant count",1085,"A","F"
"2014-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-12","E08000021","Total","All categories: Age 16+","Claimant count",5440,"A","F"
"2014-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.8,"A","F"
"2014-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2014-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-12","E08000021","Total","Aged 16-24","Claimant count",1295,"A","F"
"2014-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-12","E08000021","Total","Aged 25-49","Claimant count",3095,"A","F"
"2014-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2014-12","E08000021","Total","Aged 50+","Claimant count",1050,"A","F"
"2014-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-01","E08000021","Total","All categories: Age 16+","Claimant count",5550,"A","F"
"2015-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.8,"A","F"
"2015-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2015-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-01","E08000021","Total","Aged 16-24","Claimant count",1325,"A","F"
"2015-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-01","E08000021","Total","Aged 25-49","Claimant count",3165,"A","F"
"2015-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-01","E08000021","Total","Aged 50+","Claimant count",1055,"A","F"
"2015-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-02","E08000021","Total","All categories: Age 16+","Claimant count",5435,"A","F"
"2015-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2015-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2015-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-02","E08000021","Total","Aged 16-24","Claimant count",1340,"A","F"
"2015-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-02","E08000021","Total","Aged 25-49","Claimant count",3070,"A","F"
"2015-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-02","E08000021","Total","Aged 50+","Claimant count",1020,"A","F"
"2015-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-03","E08000021","Total","All categories: Age 16+","Claimant count",5385,"A","F"
"2015-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2015-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2015-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-03","E08000021","Total","Aged 16-24","Claimant count",1300,"A","F"
"2015-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-03","E08000021","Total","Aged 25-49","Claimant count",3065,"A","F"
"2015-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-03","E08000021","Total","Aged 50+","Claimant count",1020,"A","F"
"2015-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-04","E08000021","Total","All categories: Age 16+","Claimant count",5255,"A","F"
"2015-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.7,"A","F"
"2015-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",5,"A","F"
"2015-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-04","E08000021","Total","Aged 16-24","Claimant count",1230,"A","F"
"2015-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-04","E08000021","Total","Aged 25-49","Claimant count",2990,"A","F"
"2015-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-04","E08000021","Total","Aged 50+","Claimant count",1035,"A","F"
"2015-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-05","E08000021","Total","All categories: Age 16+","Claimant count",4965,"A","F"
"2015-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-05","E08000021","Total","Aged 16-24","Claimant count",1125,"A","F"
"2015-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-05","E08000021","Total","Aged 25-49","Claimant count",2840,"A","F"
"2015-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-05","E08000021","Total","Aged 50+","Claimant count",1000,"A","F"
"2015-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-06","E08000021","Total","All categories: Age 16+","Claimant count",4785,"A","F"
"2015-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.4,"A","F"
"2015-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-06","E08000021","Total","Aged 16-24","Claimant count",1050,"A","F"
"2015-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-06","E08000021","Total","Aged 25-49","Claimant count",2770,"A","F"
"2015-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-06","E08000021","Total","Aged 50+","Claimant count",965,"A","F"
"2015-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-07","E08000021","Total","All categories: Age 16+","Claimant count",4830,"A","F"
"2015-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.4,"A","F"
"2015-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-07","E08000021","Total","Aged 16-24","Claimant count",1065,"A","F"
"2015-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-07","E08000021","Total","Aged 25-49","Claimant count",2790,"A","F"
"2015-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-07","E08000021","Total","Aged 50+","Claimant count",975,"A","F"
"2015-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-08","E08000021","Total","All categories: Age 16+","Claimant count",4985,"A","F"
"2015-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-08","E08000021","Total","Aged 16-24","Claimant count",1165,"A","F"
"2015-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-08","E08000021","Total","Aged 25-49","Claimant count",2815,"A","F"
"2015-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-08","E08000021","Total","Aged 50+","Claimant count",1000,"A","F"
"2015-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-09","E08000021","Total","All categories: Age 16+","Claimant count",4990,"A","F"
"2015-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-09","E08000021","Total","Aged 16-24","Claimant count",1200,"A","F"
"2015-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-09","E08000021","Total","Aged 25-49","Claimant count",2815,"A","F"
"2015-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-09","E08000021","Total","Aged 50+","Claimant count",980,"A","F"
"2015-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-10","E08000021","Total","All categories: Age 16+","Claimant count",5025,"A","F"
"2015-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-10","E08000021","Total","Aged 16-24","Claimant count",1215,"A","F"
"2015-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-10","E08000021","Total","Aged 25-49","Claimant count",2810,"A","F"
"2015-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-10","E08000021","Total","Aged 50+","Claimant count",1000,"A","F"
"2015-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-11","E08000021","Total","All categories: Age 16+","Claimant count",4975,"A","F"
"2015-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-11","E08000021","Total","Aged 16-24","Claimant count",1165,"A","F"
"2015-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-11","E08000021","Total","Aged 25-49","Claimant count",2825,"A","F"
"2015-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-11","E08000021","Total","Aged 50+","Claimant count",990,"A","F"
"2015-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-12","E08000021","Total","All categories: Age 16+","Claimant count",4915,"A","F"
"2015-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2015-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2015-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-12","E08000021","Total","Aged 16-24","Claimant count",1070,"A","F"
"2015-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-12","E08000021","Total","Aged 25-49","Claimant count",2820,"A","F"
"2015-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2015-12","E08000021","Total","Aged 50+","Claimant count",1030,"A","F"
"2015-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2016-01","E08000021","Total","All categories: Age 16+","Claimant count",5055,"A","F"
"2016-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",2.5,"A","F"
"2016-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2016-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
